CAR No,mileage,engine,max_power,seats,year,km_driven,fuel,seller_type,transmission,owner,Loan_Amount
164993,21.1 kmpl,998 CC,100.5 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,750000
164994,18.5 kmpl,1197 CC,82.9 bhp,5,2012,27500,Petrol,Individual,Manual,First Owner,380000
164995,12.99 kmpl,2494 CC,100.6 bhp,8,2013,110000,Diesel,Individual,Manual,Second Owner,800000
164996,15.7 kmpl,1390 CC,75 bhp,5,2010,120000,Petrol,Individual,Manual,First Owner,200000
164997,28.09 kmpl,1248 CC,88.5 bhp,5,2016,70000,Diesel,Individual,Manual,First Owner,700000
164998,13.1 kmpl,2446 CC,75 bhp,10,2002,290000,Diesel,Individual,Manual,First Owner,229999
164999,12.8 kmpl,2354 CC,177.6 bhp,5,2010,74000,Petrol,Individual,Manual,Second Owner,300000
165000,24.2 kmpl,1498 CC,98.6 bhp,7,2015,120000,Diesel,Individual,Manual,First Owner,670000
165001,17.7 kmpl,1497 CC,78 bhp,5,2007,140000,Petrol,Individual,Manual,First Owner,210000
165002,20.89 kmpl,1197 CC,81.80 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,370000
165003,21.4 kmpl,1197 CC,83.1 bhp,5,2019,20000,Petrol,Individual,Automatic,First Owner,600000
165004,24.3 kmpl,1248 CC,88.5 bhp,5,2020,15000,Diesel,Individual,Manual,First Owner,810000
165005,,,,,2006,35000,Petrol,Individual,Manual,First Owner,80000
165006,23.84 kmpl,1199 CC,84 bhp,5,2019,16000,Petrol,Individual,Manual,First Owner,346000
165007,13.0 kmpl,1343 CC,90 bhp,5,2005,130000,Petrol,Individual,Manual,First Owner,55000
165008,13.93 kmpl,2179 CC,138.03 bhp,7,2012,118000,Diesel,Individual,Manual,Second Owner,250000
165009,16.1 kmpl,1298 CC,88.2 bhp,5,2006,44000,Petrol,Individual,Manual,Second Owner,120000
165010,20.77 kmpl,1248 CC,88.8 bhp,7,2013,50000,Diesel,Individual,Manual,Second Owner,600000
165011,15.37 kmpl,1196 CC,73 bhp,5,2016,60000,Petrol,Individual,Manual,First Owner,330000
165012,18.6 kmpl,1197 CC,81.83 bhp,5,2014,147000,Petrol,Individual,Manual,Second Owner,400000
165013,16.8 kmpl,1405 CC,62 bhp,5,2004,40000,Diesel,Individual,Manual,Second Owner,100000
165014,19.1 kmpl,1197 CC,85.8 bhp,5,2014,100000,Petrol,Individual,Manual,Third Owner,450000
165015,24.52 kmpl,1248 CC,88.5 bhp,7,2017,55000,Diesel,Individual,Manual,First Owner,800000
165016,27.62 kmpl,793 CC,47 bhp,5,2015,40000,Diesel,Individual,Manual,Second Owner,340000
165017,21.1 kmpl,1248 CC,73.9 bhp,5,2010,64000,Diesel,Individual,Manual,Third Owner,225000
165018,17.3 kmpl,993 CC,60 bhp,5,2002,100000,Petrol,Individual,Manual,Second Owner,55000
165019,24.52 kmpl,1248 CC,88.5 bhp,7,2016,50000,Diesel,Individual,Manual,First Owner,900000
165020,9.0 kmpl,1984 CC,181 bhp,5,2014,30000,Diesel,Individual,Automatic,First Owner,2500000
165021,20.51 kmpl,998 CC,67.04 bhp,5,2018,30000,Petrol,Individual,Manual,First Owner,465000
165022,17.3 kmpl,993 CC,60 bhp,5,2004,150000,Petrol,Individual,Manual,First Owner,70000
165023,17.57 kmpl,1193 CC,88.7 bhp,5,2016,24177,Petrol,Individual,Manual,First Owner,400000
165024,16.1 kmpl,1405 CC,70 bhp,5,2012,80000,Diesel,Individual,Manual,First Owner,185000
165025,18.9 kmpl,998 CC,67.1 bhp,5,2006,150000,Petrol,Individual,Manual,Second Owner,140000
165026,21.04 kmpl,1461 CC,83.8 bhp,7,2015,120000,Diesel,Individual,Manual,Second Owner,415000
165027,12.05 kmpl,2179 CC,120 bhp,8,2012,121779,Diesel,Individual,Manual,First Owner,532000
165028,27.39 kmpl,1248 CC,74 bhp,5,2017,56000,Diesel,Individual,Manual,First Owner,600000
165029,15.0 kmpl,1586 CC,104.68 bhp,5,2008,100000,Petrol,Individual,Manual,Fourth & Above Owner,150000
165030,20.4 kmpl,1197 CC,81.80 bhp,5,2018,12000,Petrol,Individual,Manual,First Owner,459999
165031,24.3 kmpl,1248 CC,88.5 bhp,5,2017,15381,Diesel,Individual,Manual,First Owner,800000
165032,13.6 kmpl,2523 CC,63 bhp,7,2011,5000,Diesel,Individual,Manual,First Owner,310000
165033,19.01 kmpl,1461 CC,108.5 bhp,5,2014,40000,Diesel,Individual,Manual,First Owner,475000
165034,26.6 km/kg,998 CC,58.16 bhp,5,2016,35000,CNG,Individual,Manual,Second Owner,310000
165035,23.95 kmpl,998 CC,67.05 bhp,5,2018,10000,Petrol,Individual,Manual,First Owner,350000
165036,16.0 kmpl,2179 CC,140 bhp,7,2019,10000,Diesel,Individual,Manual,First Owner,1800000
165037,22.0 kmpl,1197 CC,81.80 bhp,5,2018,25000,Petrol,Individual,Automatic,First Owner,640000
165038,20.51 kmpl,998 CC,67 bhp,5,2017,50000,Petrol,Individual,Automatic,First Owner,350000
165039,17.0 kmpl,1198 CC,108.5 bhp,5,2018,30000,Petrol,Individual,Manual,First Owner,600000
165040,23.9 kmpl,1582 CC,126.2 bhp,5,2015,23000,Diesel,Individual,Manual,First Owner,575000
165041,16.55 kmpl,2498 CC,105 bhp,6,2019,15000,Diesel,Individual,Manual,First Owner,974000
165042,20.51 kmpl,998 CC,67 bhp,5,2018,5000,Petrol,Individual,Automatic,Second Owner,445000
165043,20.77 kmpl,1248 CC,88.76 bhp,7,2015,15000,Diesel,Individual,Manual,Second Owner,580000
165044,22.1 kmpl,1396 CC,88.7 bhp,5,2020,20000,Diesel,Individual,Manual,First Owner,1050000
165045,22.77 kmpl,1498 CC,98.59 bhp,5,2015,50000,Diesel,Individual,Manual,First Owner,600000
165046,18.16 kmpl,1196 CC,86.8 bhp,5,2017,40000,Petrol,Individual,Manual,Second Owner,370000
165047,18.2 kmpl,1061 CC,64 bhp,5,2007,70000,Petrol,Individual,Manual,Third Owner,150000
165048,23.1 kmpl,998 CC,67.04 bhp,5,2017,15000,Petrol,Individual,Manual,First Owner,483000
165049,18.9 kmpl,1197 CC,82 bhp,5,2016,10000,Petrol,Individual,Manual,First Owner,470000
165050,24.3 kmpl,1248 CC,88.5 bhp,5,2018,25000,Diesel,Individual,Manual,First Owner,950000
165051,17.01 kmpl,1591 CC,121.3 bhp,5,2013,50000,Petrol,Individual,Manual,Third Owner,450000
165052,17.6 kmpl,1496 CC,88.7 bhp,5,2011,70000,Petrol,Individual,Manual,First Owner,345000
165053,20.89 kmpl,1197 CC,81.80 bhp,5,2020,5000,Petrol,Individual,Automatic,First Owner,600000
165054,19.0 kmpl,998 CC,66.1 bhp,5,2009,60000,Petrol,Individual,Manual,First Owner,300000
165055,18.2 kmpl,998 CC,67.1 bhp,5,2007,74800,Petrol,Individual,Manual,Second Owner,160000
165056,16.1 kmpl,796 CC,37 bhp,4,2004,80000,Petrol,Individual,Manual,Second Owner,120000
165057,21.94 km/kg,1196 CC,61.7 bhp,5,2012,270000,CNG,Individual,Manual,First Owner,220000
165058,20.3 kmpl,998 CC,68.05 bhp,5,2018,120000,Petrol,Individual,Manual,First Owner,340000
165059,17.7 kmpl,1497 CC,78 bhp,5,2007,120000,Petrol,Individual,Manual,Second Owner,138000
165060,,,,,2000,250000,Diesel,Individual,Manual,Fourth & Above Owner,100000
165061,17.5 kmpl,1298 CC,85.8 bhp,5,2010,80000,Petrol,Individual,Manual,Third Owner,231000
165062,15.1 kmpl,2179 CC,140 bhp,7,2013,120000,Diesel,Individual,Manual,Second Owner,800000
165063,17.0 kmpl,1197 CC,108.6 bhp,5,2019,20000,Petrol,Individual,Manual,First Owner,960000
165064,18.9 kmpl,1061 CC,67 bhp,5,2009,70000,Petrol,Individual,Manual,Second Owner,120000
165065,18.9 kmpl,998 CC,67.1 bhp,5,2012,40000,Petrol,Individual,Manual,First Owner,270000
165066,21.1 kmpl,1197 CC,85.80 bhp,5,2011,100000,Petrol,Individual,Manual,Second Owner,200000
165067,18.6 kmpl,1197 CC,85.8 bhp,5,2012,123000,Petrol,Individual,Manual,First Owner,328000
165068,22.32 kmpl,1582 CC,126.32 bhp,5,2012,77000,Diesel,Individual,Manual,First Owner,432000
165069,18.78 kmpl,999 CC,75 bhp,5,2019,7000,Petrol,Individual,Manual,First Owner,565000
165070,15.37 kmpl,1196 CC,73 bhp,5,2017,70000,Petrol,Individual,Manual,First Owner,390000
165071,25.83 kmpl,1498 CC,99 bhp,5,2017,30000,Diesel,Individual,Manual,First Owner,600000
165072,23.0 kmpl,1396 CC,90 bhp,5,2011,120000,Diesel,Individual,Manual,Third Owner,250000
165073,18.0 kmpl,995 CC,62 bhp,5,2011,70000,Petrol,Individual,Manual,First Owner,165000
165074,17.0 kmpl,1497 CC,118 bhp,5,2011,105000,Petrol,Individual,Manual,First Owner,421000
165075,16.36 kmpl,1495 CC,93.7 bhp,5,2012,109322,Petrol,Individual,Manual,Second Owner,225000
165076,21.64 kmpl,1461 CC,84.8 bhp,5,2013,120000,Diesel,Individual,Manual,First Owner,350000
165077,17.1 kmpl,1956 CC,170 bhp,5,2018,24000,Diesel,Individual,Manual,First Owner,1757000
165078,27.39 kmpl,1248 CC,74 bhp,5,2015,70000,Diesel,Individual,Manual,Second Owner,600000
165079,24.0 kmpl,1199 CC,83.81 bhp,5,2018,35000,Petrol,Individual,Manual,First Owner,515000
165080,16.1 kmpl,796 CC,37 bhp,4,1999,80000,Petrol,Individual,Manual,Third Owner,80000
165081,23.65 kmpl,1248 CC,88.5 bhp,5,2017,70000,Diesel,Individual,Manual,Second Owner,800000
165082,10.5 kmpl,2179 CC,120 bhp,7,2004,100000,Diesel,Individual,Manual,Fourth & Above Owner,120000
165083,13.6 kmpl,1999 CC,177 bhp,5,2017,9000,Diesel,Dealer,Automatic,First Owner,2711000
165084,22.37 kmpl,2487 CC,214.56 bhp,5,2019,20000,Petrol,Dealer,Automatic,First Owner,5150000
165085,19.33 kmpl,1999 CC,177 bhp,5,2017,45000,Diesel,Dealer,Automatic,First Owner,3200000
165086,14.1 kmpl,2179 CC,147.94 bhp,7,2015,110000,Diesel,Individual,Manual,First Owner,503000
165087,18.0 kmpl,1969 CC,190 bhp,5,2019,20000,Diesel,Individual,Automatic,First Owner,3800000
165088,19.16 kmpl,2494 CC,157.7 bhp,5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2000000
165089,21.79 kmpl,998 CC,67.05 bhp,5,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,225000
165090,27.39 kmpl,1248 CC,74 bhp,5,2018,38817,Diesel,Dealer,Manual,First Owner,740000
165091,18.2 kmpl,1199 CC,88.7 bhp,5,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,550000
165092,12.99 kmpl,2494 CC,100.6 bhp,7,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,750000
165093,22.0 kmpl,1197 CC,81.80 bhp,5,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,650000
165094,16.78 kmpl,1496 CC,88.73 bhp,5,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,625000
165095,22.0 kmpl,1197 CC,81.80 bhp,5,2018,69779,Petrol,Dealer,Automatic,First Owner,600000
165096,24.0 kmpl,1186 CC,73.97 bhp,5,2017,56290,Diesel,Dealer,Manual,First Owner,450000
165097,16.78 kmpl,1995 CC,190 bhp,5,2019,7500,Diesel,Dealer,Automatic,First Owner,5400000
165098,16.78 kmpl,1995 CC,190 bhp,5,2019,8500,Diesel,Dealer,Automatic,First Owner,5500000
165099,19.0 kmpl,1199 CC,88.76 bhp,5,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,779000
165100,14.3 kmpl,1598 CC,103.5 bhp,5,2016,11000,Petrol,Dealer,Automatic,First Owner,645000
165101,16.8 kmpl,1984 CC,150 bhp,5,2018,2000,Diesel,Dealer,Automatic,First Owner,2475000
165102,20.51 kmpl,998 CC,67.04 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,475000
165103,20.51 kmpl,998 CC,67 bhp,5,2015,20000,Petrol,Individual,Automatic,First Owner,400000
165104,,,,,2004,90000,Petrol,Individual,Automatic,Second Owner,80000
165105,20.3 kmpl,1248 CC,75 bhp,5,2011,60000,Diesel,Individual,Manual,First Owner,300000
165106,13.5 kmpl,2179 CC,115 bhp,5,2011,475000,Diesel,Individual,Manual,Third Owner,400000
165107,17.3 kmpl,1061 CC,64 bhp,5,2009,70000,Petrol,Individual,Manual,Second Owner,235000
165108,20.51 kmpl,998 CC,67.04 bhp,5,2015,40000,Petrol,Individual,Manual,Second Owner,350000
165109,28.4 kmpl,1248 CC,74.02 bhp,5,2017,34000,Diesel,Individual,Manual,Second Owner,625000
165110,15.1 kmpl,2179 CC,140 bhp,7,2014,120000,Diesel,Individual,Manual,First Owner,525000
165111,20.3 kmpl,1199 CC,84 bhp,5,2018,10000,Petrol,Individual,Manual,First Owner,550000
165112,15.96 kmpl,2523 CC,62.1 bhp,7,2015,80000,Diesel,Individual,Manual,Second Owner,550000
165113,17.7 kmpl,1497 CC,78 bhp,5,2006,100000,Petrol,Individual,Manual,Second Owner,200000
165114,13.0 kmpl,2489 CC,95 bhp,8,2011,120000,Diesel,Individual,Manual,First Owner,350000
165115,17.7 kmpl,1497 CC,78 bhp,5,2006,100000,Petrol,Individual,Manual,Second Owner,220000
165116,18.9 kmpl,1197 CC,82 bhp,5,2016,25000,Petrol,Individual,Manual,First Owner,412000
165117,18.9 kmpl,1061 CC,67 bhp,5,2009,52000,Petrol,Individual,Manual,Second Owner,126000
165118,23.4 kmpl,1248 CC,74 bhp,5,2013,63000,Diesel,Individual,Manual,First Owner,430000
165119,19.0 kmpl,998 CC,66.1 bhp,5,2009,90000,Petrol,Individual,Manual,Second Owner,130000
165120,23.84 kmpl,1199 CC,84 bhp,5,2017,60000,Petrol,Individual,Manual,First Owner,350000
165121,19.7 kmpl,796 CC,46.3 bhp,5,2011,35000,Petrol,Individual,Manual,First Owner,220000
165122,13.6 kmpl,2523 CC,63 bhp,7,2011,80000,Diesel,Individual,Manual,First Owner,380000
165123,20.0 kmpl,1399 CC,68 bhp,5,2010,110000,Diesel,Individual,Manual,Second Owner,200000
165124,12.55 kmpl,2982 CC,168.5 bhp,7,2015,20000,Diesel,Individual,Manual,First Owner,2000000
165125,22.77 kmpl,1498 CC,98.59 bhp,5,2015,90000,Diesel,Individual,Manual,First Owner,610000
165126,15.71 kmpl,1998 CC,189 bhp,5,2016,30000,Petrol,Individual,Automatic,Second Owner,2500000
165127,26.59 kmpl,1248 CC,74 bhp,5,2017,61000,Diesel,Individual,Manual,First Owner,620000
165128,14.7 kmpl,796 CC,37 bhp,8,2013,66000,Petrol,Individual,Manual,First Owner,150000
165129,20.62 kmpl,1198 CC,67 bhp,7,2018,80000,Petrol,Individual,Manual,First Owner,450000
165130,19.67 kmpl,1582 CC,126.2 bhp,5,2017,27000,Diesel,Individual,Manual,Second Owner,1150000
165131,18.15 kmpl,1198 CC,82 bhp,6,2018,60000,Petrol,Individual,Manual,First Owner,500000
165132,18.9 kmpl,998 CC,67.1 bhp,5,2011,139000,Petrol,Individual,Manual,First Owner,246000
165133,21.94 km/kg,1196 CC,61.7 bhp,5,2017,60000,CNG,Individual,Manual,First Owner,400000
165134,16.1 kmpl,796 CC,37 bhp,4,2008,10000,Petrol,Individual,Manual,Second Owner,65000
165135,21.7 kmpl,1498 CC,98.96 bhp,5,2016,30000,Diesel,Individual,Manual,First Owner,725000
165136,22.32 kmpl,1582 CC,126.32 bhp,5,2014,125000,Diesel,Individual,Automatic,First Owner,736000
165137,28.4 kmpl,1248 CC,74.02 bhp,5,2018,45000,Diesel,Individual,Manual,First Owner,700000
165138,18.0 kmpl,995 CC,62 bhp,5,2011,30000,Petrol,Individual,Manual,First Owner,150000
165139,19.7 kmpl,796 CC,46.3 bhp,5,2010,80500,Petrol,Individual,Manual,Second Owner,180000
165140,23.59 kmpl,1364 CC,67.04 bhp,5,2014,200000,Diesel,Individual,Manual,First Owner,409999
165141,15.96 kmpl,2523 CC,62.1 bhp,7,2013,60000,Diesel,Individual,Manual,First Owner,550000
165142,16.1 kmpl,796 CC,37 bhp,4,2004,18000,Petrol,Individual,Manual,Second Owner,50000
165143,20.8 kmpl,1527 CC,58 bhp,5,2006,110000,Diesel,Individual,Manual,Second Owner,80000
165144,19.7 kmpl,796 CC,46.3 bhp,5,2005,90000,Petrol,Individual,Manual,Second Owner,110000
165145,17.7 kmpl,1497 CC,78 bhp,5,2006,120000,Petrol,Individual,Manual,Second Owner,180000
165146,28.4 kmpl,1248 CC,74.02 bhp,5,2017,127000,Diesel,Individual,Manual,First Owner,605000
165147,24.52 kmpl,1248 CC,88.5 bhp,7,2017,70000,Diesel,Individual,Manual,First Owner,800000
165148,23.0 kmpl,1396 CC,90 bhp,5,2011,116500,Diesel,Individual,Manual,First Owner,350000
165149,18.5 kmpl,1197 CC,82.85 bhp,5,2012,120000,Petrol,Individual,Manual,First Owner,300000
165150,13.9 kmpl,1599 CC,103.2 bhp,5,2008,100000,Petrol,Individual,Manual,Fourth & Above Owner,160000
165151,20.0 kmpl,1399 CC,68 bhp,5,2011,90000,Diesel,Individual,Manual,Second Owner,225000
165152,12.07 kmpl,2967 CC,241.4 bhp,7,2009,120000,Diesel,Individual,Automatic,Third Owner,1025000
165153,17.6 kmpl,2179 CC,153.86 bhp,7,2017,40000,Diesel,Individual,Automatic,First Owner,1300000
165154,21.66 kmpl,1498 CC,108.62 bhp,5,2018,18000,Diesel,Individual,Manual,First Owner,560000
165155,24.3 kmpl,1248 CC,88.5 bhp,5,2017,70000,Diesel,Individual,Manual,First Owner,650000
165156,15.1 kmpl,2179 CC,152.87 bhp,7,2018,29000,Diesel,Individual,Manual,First Owner,1150000
165157,21.4 kmpl,1197 CC,83.1 bhp,5,2016,65755,Petrol,Individual,Manual,First Owner,480000
165158,23.0 kmpl,1498 CC,98.96 bhp,5,2019,2600,Diesel,Individual,Manual,First Owner,960000
165159,16.0 kmpl,2179 CC,140 bhp,7,2017,46000,Diesel,Individual,Automatic,First Owner,1050000
165160,21.1 kmpl,814 CC,55.2 bhp,5,2017,15000,Petrol,Individual,Manual,Second Owner,310000
165161,23.4 kmpl,1248 CC,74 bhp,5,2014,60000,Diesel,Individual,Manual,First Owner,500000
165162,23.95 kmpl,998 CC,67.1 bhp,5,2017,15500,Petrol,Individual,Automatic,First Owner,350000
165163,25.8 kmpl,1498 CC,98.6 bhp,5,2015,120000,Diesel,Individual,Manual,First Owner,365000
165164,14.8 kmpl,1998 CC,68 bhp,5,2008,120000,Diesel,Individual,Manual,Third Owner,165000
165165,14.6 kmpl,2956 CC,63 bhp,10,2007,120000,Diesel,Individual,Manual,Third Owner,100000
165166,13.6 kmpl,2523 CC,63 bhp,7,2007,80000,Diesel,Individual,Manual,Second Owner,240000
165167,17.3 kmpl,1497 CC,121 bhp,7,2019,40000,Diesel,Individual,Manual,First Owner,925000
165168,18.16 kmpl,1196 CC,86.8 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,590000
165169,13.7 kmpl,2179 CC,138.1 bhp,7,2013,110000,Diesel,Individual,Manual,Second Owner,525000
165170,12.99 kmpl,2494 CC,100.6 bhp,8,2014,80000,Diesel,Individual,Manual,Second Owner,720000
165171,19.6 kmpl,1461 CC,108.45 bhp,5,2017,50000,Diesel,Individual,Automatic,First Owner,850000
165172,11.79 kmpl,2179 CC,120 bhp,8,2010,110000,Diesel,Individual,Automatic,First Owner,490000
165173,25.8 kmpl,1498 CC,98.6 bhp,5,2013,100000,Diesel,Individual,Manual,First Owner,325000
165174,22.0 kmpl,1582 CC,126.2 bhp,5,2019,20000,Diesel,Individual,Automatic,First Owner,1200000
165175,15.96 kmpl,2523 CC,62.1 bhp,7,2012,135000,Diesel,Individual,Manual,First Owner,450000
165176,19.09 kmpl,1405 CC,69.01 bhp,5,2014,50700,Diesel,Individual,Manual,First Owner,300000
165177,22.07 kmpl,1199 CC,73.9 bhp,5,2013,70000,Diesel,Individual,Manual,Second Owner,365000
165178,11.7 kmpl,1796 CC,178 bhp,5,2007,120000,Petrol,Individual,Automatic,First Owner,500000
165179,12.99 kmpl,2494 CC,100.6 bhp,8,2014,112000,Diesel,Individual,Manual,Second Owner,900000
165180,24.0 kmpl,1186 CC,73.97 bhp,5,2018,35000,Diesel,Individual,Manual,First Owner,700000
165181,19.6 kmpl,1461 CC,108.45 bhp,5,2017,50000,Diesel,Individual,Manual,First Owner,880000
165182,12.99 kmpl,2494 CC,100.6 bhp,7,2014,121000,Diesel,Individual,Manual,Third Owner,700000
165183,12.05 kmpl,2179 CC,120 bhp,7,2009,120000,Diesel,Individual,Manual,Second Owner,380000
165184,13.4 kmpl,1794 CC,125 bhp,5,2006,90000,Petrol,Individual,Manual,Third Owner,150000
165185,26.3 km/kg,998 CC,67.1 bhp,5,2014,70000,CNG,Individual,Manual,Second Owner,235000
165186,23.01 kmpl,999 CC,67 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,320000
165187,20.45 kmpl,1461 CC,83.8 bhp,5,2015,60000,Diesel,Individual,Manual,First Owner,550000
165188,18.12 kmpl,1995 CC,190 bhp,5,2016,40000,Diesel,Individual,Automatic,First Owner,3200000
165189,12.99 kmpl,2494 CC,100.6 bhp,7,2013,440000,Diesel,Individual,Manual,Second Owner,750000
165190,18.49 kmpl,1493 CC,100 bhp,7,2017,60000,Diesel,Individual,Manual,First Owner,645000
165191,20.51 kmpl,998 CC,67.04 bhp,5,2015,110000,Petrol,Individual,Manual,First Owner,300000
165192,21.19 kmpl,1396 CC,88.73 bhp,5,2016,152000,Diesel,Individual,Manual,First Owner,580000
165193,17.0 kmpl,1197 CC,80 bhp,5,2011,220000,Petrol,Individual,Manual,Fourth & Above Owner,220000
165194,15.96 kmpl,2523 CC,62.1 bhp,7,2013,70000,Diesel,Individual,Manual,First Owner,451000
165195,17.0 kmpl,1198 CC,108.5 bhp,5,2018,50000,Petrol,Individual,Manual,First Owner,850000
165196,19.3 kmpl,1248 CC,73.9 bhp,5,2011,125000,Diesel,Individual,Manual,First Owner,300000
165197,18.16 kmpl,1196 CC,86.8 bhp,5,2016,60000,Petrol,Individual,Manual,First Owner,350000
165198,21.94 km/kg,1196 CC,63 bhp,5,2014,90000,CNG,Individual,Manual,First Owner,300000
165199,21.94 km/kg,1196 CC,63 bhp,5,2017,30000,CNG,Individual,Manual,First Owner,390000
165200,12.99 kmpl,2494 CC,100.6 bhp,8,2016,90000,Diesel,Individual,Manual,First Owner,1200000
165201,17.0 kmpl,1198 CC,73.75 bhp,5,2017,20000,Petrol,Individual,Manual,First Owner,550000
165202,22.9 kmpl,1248 CC,74 bhp,5,2012,110000,Diesel,Individual,Manual,Third Owner,300000
165203,20.54 kmpl,1598 CC,103.6 bhp,5,2012,150000,Diesel,Individual,Manual,Second Owner,300000
165204,23.0 kmpl,1396 CC,90 bhp,5,2012,110000,Diesel,Individual,Manual,First Owner,350000
165205,19.67 kmpl,1582 CC,126.2 bhp,5,2015,120000,Diesel,Individual,Manual,Second Owner,880000
165206,13.2 km/kg,1495 CC,93.7 bhp,5,2010,120000,CNG,Individual,Manual,Second Owner,160000
165207,15.3 kmpl,2956 CC,83.8 bhp,7,2012,80000,Diesel,Individual,Manual,Fourth & Above Owner,250000
165208,21.19 kmpl,1396 CC,88.73 bhp,5,2016,110000,Diesel,Individual,Manual,First Owner,660000
165209,17.57 kmpl,1193 CC,88.7 bhp,5,2015,40000,Petrol,Individual,Manual,First Owner,450000
165210,19.7 kmpl,1598 CC,103.6 bhp,5,2012,110000,Diesel,Individual,Manual,Second Owner,400000
165211,16.36 kmpl,2179 CC,120 bhp,7,2019,20000,Diesel,Individual,Manual,First Owner,1300000
165212,20.0 kmpl,1399 CC,68.1 bhp,5,2013,230000,Diesel,Individual,Manual,First Owner,229999
165213,18.6 kmpl,1199 CC,79.4 bhp,5,2010,60000,Petrol,Individual,Manual,First Owner,140000
165214,19.0 kmpl,998 CC,67.1 bhp,5,2012,35000,Petrol,Individual,Manual,Second Owner,195000
165215,17.19 kmpl,1197 CC,81.86 bhp,5,2015,45000,Petrol,Individual,Manual,First Owner,500000
165216,25.4 kmpl,624 CC,38 bhp,4,2012,45000,Petrol,Individual,Manual,First Owner,60000
165217,17.57 kmpl,1193 CC,88.7 bhp,5,2016,25000,Petrol,Individual,Manual,First Owner,400000
165218,18.6 kmpl,1197 CC,81.83 bhp,5,2014,10000,Petrol,Individual,Manual,First Owner,400000
165219,20.51 kmpl,998 CC,67.04 bhp,5,2018,19000,Petrol,Individual,Manual,First Owner,380000
165220,21.4 kmpl,1197 CC,83.1 bhp,5,2019,10000,Petrol,Individual,Manual,First Owner,579000
165221,18.15 kmpl,1198 CC,82 bhp,6,2019,25000,Petrol,Individual,Manual,First Owner,400000
165222,20.36 kmpl,1197 CC,78.9 bhp,5,2012,30000,Petrol,Individual,Manual,First Owner,270000
165223,15.96 kmpl,2523 CC,62.1 bhp,7,2014,90000,Diesel,Individual,Manual,First Owner,500000
165224,23.84 kmpl,1199 CC,84 bhp,5,2017,20000,Petrol,Individual,Manual,First Owner,475000
165225,19.87 kmpl,1461 CC,83.14 bhp,5,2018,48000,Diesel,Individual,Manual,First Owner,850000
165226,12.05 kmpl,2179 CC,120 bhp,7,2009,120000,Diesel,Individual,Manual,First Owner,475000
165227,19.3 kmpl,1248 CC,73.9 bhp,5,2012,210000,Diesel,Individual,Manual,Second Owner,370000
